movie1	movie2	class
Megiddo: The Omega Code 2	Drive Hard	director in common
Megiddo: The Omega Code 2	In Her Line of Fire	director in common
Darling Lili	The Return of the Pink Panther	director in common
Dudley Do-Right	Police Academy	director in common
Before I Go to Sleep	Brighton Rock	director in common
Sorcerer	The French Connection	director in common
Sorcerer	The Exorcist	director in common
Sorcerer	Killer Joe	director in common
Stone	The Painted Veil	director in common
Out of the Furnace	Crazy Heart	director in common
Underdogs	The Secret in Their Eyes	director in common
To Rome with Love	Bullets Over Broadway	director in common
To Rome with Love	Deconstructing Harry	director in common
To Rome with Love	Everyone Says I Love You	director in common
To Rome with Love	Blue Jasmine	director in common
To Rome with Love	Small Time Crooks	director in common
To Rome with Love	Anything Else	director in common
To Rome with Love	Vicky Cristina Barcelona	director in common
To Rome with Love	Radio Days	director in common
To Rome with Love	Hollywood Ending	director in common
To Rome with Love	Match Point	director in common
To Rome with Love	New York Stories	director in common
To Rome with Love	Whatever Works	director in common
To Rome with Love	You Will Meet a Tall Dark Stranger	director in common
To Rome with Love	Celebrity	director in common
To Rome with Love	Annie Hall	director in common
To Rome with Love	Scoop	director in common
To Rome with Love	Sleeper	director in common
To Rome with Love	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	director in common
To Rome with Love	Bananas	director in common
Firefox	Unforgiven	director in common
Firefox	Letters from Iwo Jima	director in common
Firefox	Pale Rider	director in common
Firefox	High Plains Drifter	director in common
South Park: Bigger Longer & Uncut	Team America: World Police	director in common
South Park: Bigger Longer & Uncut	Orgazmo	director in common
Hardball	Varsity Blues	director in common
Silver Linings Playbook	The Fighter	director in common
Silver Linings Playbook	Flirting with Disaster	director in common
Freedom Writers	Living Out Loud	director in common
Freedom Writers	The Last Five Years	director in common
For Colored Girls	Why Did I Get Married Too?	director in common
For Colored Girls	Madea's Witness Protection	director in common
For Colored Girls	I Can Do Bad All by Myself	director in common
For Colored Girls	Madea Goes to Jail	director in common
For Colored Girls	Why Did I Get Married?	director in common
For Colored Girls	Good Deeds	director in common
For Colored Girls	Madea's Family Reunion	director in common
For Colored Girls	Woman Thou Art Loosed	 2 actors in common
Never Back Down	Cry_Wolf	director in common
Away We Go	American Beauty	director in common
The Beaver	Home for the Holidays	director in common
eXistenZ	A Dangerous Method	director in common
eXistenZ	Spider	director in common
eXistenZ	Videodrome	director in common
Raiders of the Lost Ark	Close Encounters of the Third Kind	director in common
Raiders of the Lost Ark	The Color Purple	director in common
Raiders of the Lost Ark	Jaws	director in common
Raiders of the Lost Ark	E.T. the Extra-Terrestrial	director in common
Home Alone 2: Lost in New York	I Love You, Beth Cooper	director in common
Home Alone 2: Lost in New York	Home Alone	director and 2 actors in common
Close Encounters of the Third Kind	The Color Purple	director in common
Close Encounters of the Third Kind	Jaws	director in common
Close Encounters of the Third Kind	E.T. the Extra-Terrestrial	director in common
Beverly Hills Cop II	Beverly Hills Cop	 2 actors in common
Beverly Hills Cop II	Top Gun	director in common
Beverly Hills Cop II	True Romance	director in common
Bringing Down the House	A Walk to Remember	director in common
The Silence of the Lambs	Philadelphia	director in common
The Silence of the Lambs	Rachel Getting Married	director in common
Jackass 3D	Bad Grandpa	director in common
Jackass 3D	Jackass Number Two	director and 3 actors in common
Jackass 3D	Jackass: The Movie	director and 3 actors in common
Jaws 2	Jaws	 2 actors in common
Jaws 2	Somewhere in Time	director in common
The Conjuring	Death Sentence	director in common
The Conjuring	Insidious: Chapter 2	director in common
The Conjuring	Insidious	director in common
The Conjuring	Saw	director in common
School of Rock	A Scanner Darkly	director in common
School of Rock	Dazed and Confused	director in common
School of Rock	Bernie	director in common
School of Rock	Boyhood	director in common
School of Rock	Before Midnight	director in common
School of Rock	Before Sunrise	director in common
School of Rock	Before Sunset	director in common
School of Rock	Slacker	director in common
White Chicks	A Low Down Dirty Shame	director in common
The Descendants	Sideways	director in common
The Descendants	Nebraska	director in common
The Descendants	Election	director in common
12 Years a Slave	Shame	director in common
Why Did I Get Married Too?	Madea's Witness Protection	director in common
Why Did I Get Married Too?	I Can Do Bad All by Myself	director in common
Why Did I Get Married Too?	Madea Goes to Jail	director in common
Why Did I Get Married Too?	Why Did I Get Married?	director and 2 actors in common
Why Did I Get Married Too?	Good Deeds	director in common
Why Did I Get Married Too?	Madea's Family Reunion	director in common
Edward Scissorhands	Ed Wood	director in common
Edward Scissorhands	Beetlejuice	director in common
Edward Scissorhands	Big Eyes	director in common
Madea's Witness Protection	I Can Do Bad All by Myself	director in common
Madea's Witness Protection	Madea Goes to Jail	director in common
Madea's Witness Protection	Why Did I Get Married?	director in common
Madea's Witness Protection	Good Deeds	director in common
Madea's Witness Protection	Madea's Family Reunion	director in common
The French Connection	The Exorcist	director in common
The French Connection	Killer Joe	director in common
Bad Moms	21 & Over	director in common
Date Movie	Epic Movie	 2 actors in common
Selma	Middle of Nowhere	director in common
Boogeyman	The Last Time I Committed Suicide	director in common
The Tigger Movie	Pooh's Heffalump Movie	 2 actors in common
Orphan	The Shallows	director in common
Epic Movie	Vampires Suck	director in common
Epic Movie	Disaster Movie	director in common
Spotlight	The Station Agent	director in common
Lakeview Terrace	In the Company of Men	director in common
The Grudge 2	The Grudge	director in common
How Stella Got Her Groove Back	Barbershop 2: Back in Business	director in common
Bill & Ted's Bogus Journey	Bill & Ted's Excellent Adventure	 2 actors in common
Man of the Year	Envy	director in common
Man of the Year	Mean Girls	 2 actors in common
Man of the Year	Young Sherlock Holmes	director in common
Man of the Year	Wag the Dog	director in common
Man of the Year	Good Morning, Vietnam	director in common
Man of the Year	Diner	director in common
Man of the Year	An Everlasting Piece	director in common
The American	A Most Wanted Man	director in common
The American	Control	director in common
Vampires Suck	Disaster Movie	director in common
Babel	21 Grams	director in common
Babel	Birdman or (The Unexpected Virtue of Ignorance)	director in common
Babel	Amores Perros	director in common
This Is Where I Leave You	Just Married	director in common
This Is Where I Leave You	Big Fat Liar	director in common
Team America: World Police	Orgazmo	director in common
Copycat	The Man Who Knew Too Little	director in common
Scary Movie 5	The Best Man Holiday	director in common
Scary Movie 5	Roll Bounce	director in common
Scary Movie 5	The Best Man	director in common
Milk	To Die For	director in common
Milk	Promised Land	director in common
Milk	Good Will Hunting	director in common
Milk	Gerry	director in common
Milk	My Own Private Idaho	director in common
Risen	Rapa Nui	director in common
Ghost Ship	Thir13en Ghosts	director in common
The Stepfather	Prom Night	director in common
The Debt	The Best Exotic Marigold Hotel	director in common
The Debt	The Second Best Exotic Marigold Hotel	director in common
High Fidelity	Mrs Henderson Presents	director in common
High Fidelity	The Queen	director in common
High Fidelity	Philomena	director in common
High Fidelity	Dirty Pretty Things	director in common
High Fidelity	My Beautiful Laundrette	director in common
One Missed Call	Super Hybrid	director in common
Eye for an Eye	Midnight Cowboy	director in common
The Bank Job	The Bounty	director in common
The Bank Job	The November Man	director in common
Eternal Sunshine of the Spotless Mind	Be Kind Rewind	director in common
Eternal Sunshine of the Spotless Mind	Sense and Sensibility	 2 actors in common
Eternal Sunshine of the Spotless Mind	Dave Chappelle's Block Party	director in common
Street Kings	End of Watch	director in common
Street Kings	Harsh Times	director in common
The World's End	Hot Fuzz	director in common
The World's End	Shaun of the Dead	director in common
Nancy Drew	The Craft	director in common
Nancy Drew	Dick	director in common
Nancy Drew	Hamlet 2	director in common
Monte Carlo	The Family Stone	director in common
Stay Alive	The Boy	director in common
Stay Alive	The Devil Inside	director in common
The Covenant	12 Rounds	director in common
The Covenant	A Nightmare on Elm Street 4: The Dream Master	director in common
The Covenant	5 Days of War	director in common
The Covenant	Prison	director in common
Shorts	From Dusk Till Dawn	director in common
Shorts	Machete Kills	director in common
Shorts	The Faculty	director in common
Shorts	Desperado	director in common
Shorts	El Mariachi	director in common
To Die For	Promised Land	director in common
To Die For	Good Will Hunting	director in common
To Die For	Gerry	director in common
To Die For	My Own Private Idaho	director in common
Nerve	Paranormal Activity 3	director in common
Nerve	Paranormal Activity 4	director in common
Appaloosa	Pollock	director in common
Vampires	The Fog	director in common
Vampires	Halloween	director in common
Vampires	Escape from New York	director in common
Vampires	They Live	director in common
Psycho	Topaz	director in common
Psycho	Frenzy	director in common
